name,value,year,lastValue,rank
FRANCE,21126,2019.5,56087,1
ISRAEL,13015,2019.5,27932,1
BRITAIN,313054,2019.5,531262,1
CHINA,279329,2019.5,306055,1
CANADA,541273,2019.5,319086,1
NETHERLANDS,81834,2019.5,55898,1
BRITISH VIRGIN,-2395,2019.5,139,1
UNITED STATES,2803461,2019.5,2891185,1
BERMUDA,0,2019.5,0,1
SWITZERLAND,-49773,2019.5,-55378,1
MACAU,11781,2019.5,42133,1
JAPAN,92053,2019.5,77124,1
CHINA,220595,2019.5,197501,1
FRANCE,24027,2019.5,14938,1
ISRAEL,18240,2019.5,9202,1
SWITZERLAND,-26572,2019.5,-35192,1
NETHERLANDS,60929,2019.5,57861,1
BERMUDA,0,2019.5,0,1
CANADA,236365,2019.5,382709,1
UNITED STATES,1958825,2019.5,1982199,1
BRITAIN,250393,2019.5,221346,1
JAPAN,56086,2019.5,65086,1
MACAU,31257,2019.5,8330,1
BRITISH VIRGIN,-3315,2019.5,-1693,1
ISRAEL,25797,2019.5,13015,1
MACAU,44207,2019.5,11781,1
BRITISH VIRGIN,-4688,2019.5,-2395,1
JAPAN,79324,2019.5,92053,1
FRANCE,33982,2019.5,21126,1
NETHERLANDS,86173,2019.5,81834,1
UNITED STATES,2770404,2019.5,2803461,1
BERMUDA,0,2019.5,0,1
BRITAIN,354136,2019.5,313054,1
CANADA,334295,2019.5,541273,1
CHINA,311991,2019.5,279329,1
SWITZERLAND,-37581,2019.5,-49773,1
JAPAN,92523,2019.5,56086,1
FRANCE,27583,2019.5,24027,1
BRITAIN,305037,2019.5,250393,1
CHINA,221423,2019.5,220595,1
BRITISH VIRGIN,-4424,2019.5,-3315,1
ISRAEL,24632,2019.5,18240,1
NETHERLANDS,81768,2019.5,60929,1
SWITZERLAND,-28147,2019.5,-26572,1
CANADA,185461,2019.5,236365,1
MACAU,24001,2019.5,31257,1
UNITED STATES,2261587,2019.5,1958825,1
BERMUDA,0,2019.5,0,1
NETHERLANDS,115646,2019.5,86173,1
BRITISH VIRGIN,-6257,2019.5,-4688,1
BRITAIN,431419,2019.5,354136,1
MACAU,33945,2019.5,44207,1
FRANCE,39011,2019.5,33982,1
JAPAN,130857,2019.5,79324,1
CANADA,262301,2019.5,334295,1
SWITZERLAND,-39809,2019.5,-37581,1
BERMUDA,0,2019.5,0,1
CHINA,313163,2019.5,311991,1
ISRAEL,34838,2019.5,25797,1
UNITED STATES,3198606,2019.5,2770404,1
FRANCE,20060,2019.5,27583,1
CANADA,181737,2019.5,185461,1
BRITAIN,209011,2019.5,305037,1
UNITED STATES,2121594,2019.5,2261587,1
NETHERLANDS,70542,2019.5,81768,1
CHINA,169551,2019.5,221423,1
JAPAN,92713,2019.5,92523,1
BERMUDA,0,2019.5,0,1
SWITZERLAND,-19953,2019.5,-28147,1
BRITISH VIRGIN,-4014,2019.5,-4424,1
ISRAEL,20902,2019.5,24632,1
MACAU,29505,2019.5,24001,1
BRITAIN,295608,2019.5,431419,1
CANADA,257034,2019.5,262301,1
NETHERLANDS,99768,2019.5,115646,1
UNITED STATES,3000611,2019.5,3198606,1
ISRAEL,29562,2019.5,34838,1
BERMUDA,0,2019.5,0,1
SWITZERLAND,-28220,2019.5,-39809,1
BRITISH VIRGIN,-5677,2019.5,-6257,1
MACAU,41730,2019.5,33945,1
JAPAN,131125,2019.5,130857,1
FRANCE,28371,2019.5,39011,1
CHINA,239799,2019.5,313163,1
BRITAIN,296402,2019.5,209011,1
MACAU,41537,2019.5,29505,1
SWITZERLAND,-8442,2019.5,-19953,1
CANADA,315510,2019.5,181737,1
BRITISH VIRGIN,-10039,2019.5,-4014,1
JAPAN,133974,2019.5,92713,1
ISRAEL,22271,2019.5,20902,1
NETHERLANDS,74340,2019.5,70542,1
UNITED STATES,1482801,2019.5,2121594,1
FRANCE,33778,2019.5,20060,1
GERMANY,-25376,2019.5,-11240,1
CHINA,239687,2019.5,169551,1
BERMUDA,0,2019.5,0,1
BRITAIN,419208,2019.5,295608,1
BRITISH VIRGIN,-14198,2019.5,-5677,1
ISRAEL,31498,2019.5,29562,1
FRANCE,47773,2019.5,28371,1
BERMUDA,0,2019.5,0,1
UNITED STATES,2097153,2019.5,3000611,1
GERMANY,-35889,2019.5,-15897,1
SWITZERLAND,-11939,2019.5,-28220,1
CANADA,446232,2019.5,257034,1
CHINA,338994,2019.5,239799,1
MACAU,58747,2019.5,41730,1
JAPAN,189481,2019.5,131125,1
NETHERLANDS,105140,2019.5,99768,1
CHINA,173751,2019.5,239687,1
GERMANY,-17817,2019.5,-25376,1
SWITZERLAND,-17314,2019.5,-8442,1
BRITAIN,235352,2019.5,296402,1
FRANCE,31094,2019.5,33778,1
NETHERLANDS,49861,2019.5,74340,1
UNITED STATES,1550216,2019.5,1482801,1
JAPAN,78773,2019.5,133974,1
BERMUDA,0,2019.5,0,1
BRITISH VIRGIN,-9236,2019.5,-10039,1
CANADA,218142,2019.5,315510,1
ISRAEL,9556,2019.5,22271,1
MACAU,13525,2019.5,41537,1
GERMANY,-25199,2019.5,-35889,1
BRITISH VIRGIN,-13062,2019.5,-14198,1
BRITAIN,332863,2019.5,419208,1
MACAU,19129,2019.5,58747,1
SWITZERLAND,-24488,2019.5,-11939,1
CANADA,308522,2019.5,446232,1
UNITED STATES,2192500,2019.5,2097153,1
ISRAEL,13515,2019.5,31498,1
NETHERLANDS,70519,2019.5,105140,1
CHINA,245740,2019.5,338994,1
FRANCE,43976,2019.5,47773,1
BERMUDA,0,2019.5,0,1
JAPAN,111410,2019.5,189481,1
CHINA,286633,2019.5,173751,1
UNITED STATES,1786572,2019.5,1550216,1
BRITISH VIRGIN,-16011,2019.5,-9236,1
CANADA,320718,2019.5,218142,1
BERMUDA,0,2019.5,0,1
JAPAN,155187,2019.5,78773,1
NETHERLANDS,49568,2019.5,49861,1
ISRAEL,8063,2019.5,9556,1
MACAU,50718,2019.5,13525,1
GERMANY,-21803,2019.5,-17817,1
SWITZERLAND,21281,2019.5,-17314,1
BRITAIN,193298,2019.5,235352,1
CHINA,405391,2019.5,245740,1
MACAU,71731,2019.5,19129,1
SWITZERLAND,30098,2019.5,-24488,1
CANADA,453598,2019.5,308522,1
GERMANY,-30836,2019.5,-25199,1
BRITISH VIRGIN,-22644,2019.5,-13062,1
UNITED STATES,2526782,2019.5,2192500,1
BERMUDA,0,2019.5,0,1
JAPAN,219483,2019.5,111410,1
BRITAIN,273385,2019.5,332863,1
ISRAEL,11403,2019.5,13515,1
NETHERLANDS,70105,2019.5,70519,1
CHINA,390037,2019.5,286633,1
BRITAIN,279561,2019.5,193298,1
SWITZERLAND,28549,2019.5,21281,1
ISRAEL,11900,2019.5,8063,1
NETHERLANDS,33782,2019.5,49568,1
GERMANY,-31299,2019.5,-21803,1
BERMUDA,0,2019.5,0,1
BRITISH VIRGIN,-17701,2019.5,-16011,1
JAPAN,128397,2019.5,155187,1
CANADA,383567,2019.5,320718,1
UNITED STATES,2582675,2019.5,1786572,1
MACAU,86777,2019.5,50718,1
BRITISH VIRGIN,-25034,2019.5,-22644,1
UNITED STATES,3652726,2019.5,2526782,1
GERMANY,-44266,2019.5,-30836,1
NETHERLANDS,47779,2019.5,70105,1
JAPAN,181594,2019.5,219483,1
CANADA,542487,2019.5,453598,1
ISRAEL,16831,2019.5,11403,1
BERMUDA,0,2019.5,0,1
MACAU,122730,2019.5,71731,1
BRITAIN,395388,2019.5,273385,1
SWITZERLAND,40378,2019.5,30098,1
CHINA,551637,2019.5,405391,1
JAPAN,21006,2019.5,128397,1
BRITAIN,35501,2019.5,279561,1
MACAU,50795,2019.5,86777,1
BRITISH VIRGIN,-21525,2019.5,-17701,1
CHINA,159581,2019.5,390037,1
CANADA,322908,2019.5,383567,1
SWITZERLAND,1851,2019.5,28549,1
UNITED STATES,2532611,2019.5,2582675,1
BERMUDA,0,2019.5,0,1
GERMANY,-9272,2019.5,-31299,1
MACAU,71840,2019.5,122730,1
CHINA,225699,2019.5,551637,1
BRITAIN,50209,2019.5,395388,1
BRITISH VIRGIN,-30444,2019.5,-25034,1
BERMUDA,0,2019.5,0,1
JAPAN,29710,2019.5,181594,1
GERMANY,-13113,2019.5,-44266,1
UNITED STATES,3581919,2019.5,3652726,1
SWITZERLAND,2618,2019.5,40378,1
CANADA,456695,2019.5,542487,1
MACAU,2765,2019.5,50795,1
GERMANY,-37073,2019.5,-9272,1
CANADA,701922,2019.5,322908,1
SWITZERLAND,28718,2019.5,1851,1
CHINA,392893,2019.5,159581,1
BERMUDA,0,2019.5,0,1
BRITISH VIRGIN,-10570,2019.5,-21525,1
BRITAIN,328440,2019.5,35501,1
UNITED STATES,2067970,2019.5,2532611,1
JAPAN,66814,2019.5,21006,1
CANADA,992742,2019.5,456695,1
CHINA,555676,2019.5,225699,1
JAPAN,94496,2019.5,29710,1
MACAU,3910,2019.5,71840,1
SWITZERLAND,40616,2019.5,2618,1
BRITISH VIRGIN,-14949,2019.5,-30444,1
UNITED STATES,2924769,2019.5,3581919,1
GERMANY,-52432,2019.5,-13113,1
BERMUDA,0,2019.5,0,1
BRITAIN,464519,2019.5,50209,1
CHINA,320485,2019.5,392893,1
BRITAIN,349466,2019.5,328440,1
BRITISH VIRGIN,-9409,2019.5,-10570,1
SWITZERLAND,33415,2019.5,28718,1
BERMUDA,0,2019.5,0,1
CANADA,769091,2019.5,701922,1
JAPAN,131348,2019.5,66814,1
UNITED STATES,2427268,2019.5,2067970,1
GERMANY,-40645,2019.5,-37073,1
MACAU,-2992,2019.5,2765,1
BERMUDA,0,2019.5,0,1
BRITISH VIRGIN,-13308,2019.5,-14949,1
GERMANY,-57485,2019.5,-52432,1
CANADA,1087740,2019.5,992742,1
MACAU,-4232,2019.5,3910,1
CHINA,453268,2019.5,555676,1
SWITZERLAND,47260,2019.5,40616,1
JAPAN,185768,2019.5,94496,1
BRITAIN,494256,2019.5,464519,1
UNITED STATES,3432932,2019.5,2924769,1
GERMANY,-35578,2019.5,-40645,1
BRITISH VIRGIN,-8707,2019.5,-9409,1
BERMUDA,0,2019.5,0,1
MACAU,2903,2019.5,-2992,1
NETHERLANDS,-109569,2019.5,33782,1
UNITED STATES,3191827,2019.5,2427268,1
JAPAN,173260,2019.5,131348,1
SWITZERLAND,51471,2019.5,33415,1
BRITAIN,323040,2019.5,349466,1
CANADA,627221,2019.5,769091,1
CHINA,243190,2019.5,320485,1
BRITAIN,456881,2019.5,494256,1
UNITED STATES,4514260,2019.5,3432932,1
BERMUDA,0,2019.5,0,1
JAPAN,245045,2019.5,185768,1
SWITZERLAND,72796,2019.5,47260,1
MACAU,4106,2019.5,-4232,1
CHINA,343949,2019.5,453268,1
BRITISH VIRGIN,-12314,2019.5,-13308,1
GERMANY,-50319,2019.5,-57485,1
NETHERLANDS,-154965,2019.5,47779,1
CANADA,887090,2019.5,1087740,1
MACAU,11529,2019.5,2903,1
JAPAN,143442,2019.5,173260,1
SWITZERLAND,55334,2019.5,51471,1
BRITAIN,178819,2019.5,323040,1
CANADA,521984,2019.5,627221,1
BERMUDA,0,2019.5,0,1
BRITISH VIRGIN,-10583,2019.5,-8707,1
NETHERLANDS,-91538,2019.5,-109569,1
CHINA,103928,2019.5,243190,1
SWEDEN,-10835,2019.5,-9853,1
GERMANY,-29903,2019.5,-35578,1
UNITED STATES,2741675,2019.5,3191827,1
NETHERLANDS,-129463,2019.5,-154965,1
GERMANY,-42292,2019.5,-50319,1
SWEDEN,-15324,2019.5,-13935,1
BRITAIN,252907,2019.5,456881,1
CHINA,146987,2019.5,343949,1
MACAU,16305,2019.5,4106,1
JAPAN,202872,2019.5,245045,1
SWITZERLAND,78260,2019.5,72796,1
UNITED STATES,3877602,2019.5,4514260,1
BERMUDA,0,2019.5,0,1
CANADA,738252,2019.5,887090,1
BRITISH VIRGIN,-14968,2019.5,-12314,1
NETHERLANDS,-57676,2019.5,-91538,1
GERMANY,-20885,2019.5,-29903,1
CHINA,93734,2019.5,103928,1
SWEDEN,-6166,2019.5,-10835,1
UNITED STATES,2397213,2019.5,2741675,1
CANADA,483163,2019.5,521984,1
MACAU,6466,2019.5,11529,1
SWITZERLAND,52897,2019.5,55334,1
BRITAIN,91079,2019.5,178819,1
BRITISH VIRGIN,-12177,2019.5,-10583,1
BERMUDA,0,2019.5,0,1
JAPAN,114136,2019.5,143442,1
CANADA,683346,2019.5,738252,1
BRITISH VIRGIN,-17222,2019.5,-14968,1
JAPAN,161425,2019.5,202872,1
UNITED STATES,3390424,2019.5,3877602,1
NETHERLANDS,-81573,2019.5,-129463,1
BRITAIN,128815,2019.5,252907,1
MACAU,9145,2019.5,16305,1
SWEDEN,-8720,2019.5,-15324,1
BERMUDA,0,2019.5,0,1
CHINA,132570,2019.5,146987,1
GERMANY,-29537,2019.5,-42292,1
SWITZERLAND,74813,2019.5,78260,1
NETHERLANDS,-88520,2019.5,-57676,1
CANADA,451086,2019.5,483163,1
JAPAN,-25390,2019.5,114136,1
GERMANY,-23202,2019.5,-20885,1
SWITZERLAND,47873,2019.5,52897,1
SWEDEN,-28296,2019.5,-6166,1
BERMUDA,0,2019.5,0,1
BRITISH VIRGIN,-10991,2019.5,-12177,1
MACAU,-4715,2019.5,6466,1
CHINA,26274,2019.5,93734,1
BRITAIN,145877,2019.5,91079,1
UNITED STATES,2686300,2019.5,2397213,1
CANADA,637979,2019.5,683346,1
SWITZERLAND,67707,2019.5,74813,1
SWEDEN,-40020,2019.5,-8720,1
BERMUDA,0,2019.5,0,1
GERMANY,-32815,2019.5,-29537,1
BRITISH VIRGIN,-15544,2019.5,-17222,1
BRITAIN,206316,2019.5,128815,1
NETHERLANDS,-125196,2019.5,-81573,1
UNITED STATES,3799285,2019.5,3390424,1
JAPAN,-35910,2019.5,161425,1
CHINA,37160,2019.5,132570,1
MACAU,-6668,2019.5,9145,1
SWEDEN,45726,2019.5,-28296,1
SWITZERLAND,81924,2019.5,47873,1
CHINA,5663,2019.5,26274,1
BRITAIN,48287,2019.5,145877,1
JAPAN,59326,2019.5,-25390,1
BERMUDA,0,2019.5,0,1
GERMANY,-14854,2019.5,-23202,1
CANADA,399065,2019.5,451086,1
UNITED STATES,3094173,2019.5,2686300,1
MACAU,-8230,2019.5,-4715,1
BRITISH VIRGIN,-10357,2019.5,-10991,1
NETHERLANDS,-60180,2019.5,-88520,1
SWITZERLAND,115867,2019.5,67707,1
NETHERLANDS,-85114,2019.5,-125196,1
CHINA,8009,2019.5,37160,1
BERMUDA,0,2019.5,0,1
MACAU,-11639,2019.5,-6668,1
GERMANY,-21009,2019.5,-32815,1
JAPAN,83906,2019.5,-35910,1
BRITISH VIRGIN,-14649,2019.5,-15544,1
SWEDEN,64671,2019.5,-40020,1
CANADA,564405,2019.5,637979,1
BRITAIN,68293,2019.5,206316,1
UNITED STATES,4376147,2019.5,3799285,1
NETHERLANDS,-14480,2019.5,-60180,1
CHINA,36128,2019.5,5663,1
CANADA,418700,2019.5,399065,1
BRITISH VIRGIN,-9756,2019.5,-10357,1
JAPAN,172848,2019.5,59326,1
UNITED STATES,2127979,2019.5,3094173,1
BERMUDA,0,2019.5,0,1
SWITZERLAND,64063,2019.5,81924,1
SWEDEN,4574,2019.5,45726,1
GERMANY,-15448,2019.5,-14854,1
MACAU,-10786,2019.5,-8230,1
BRITAIN,32445,2019.5,48287,1
BERMUDA,0,2019.5,0,1
SWEDEN,6469,2019.5,64671,1
GERMANY,-21848,2019.5,-21009,1
JAPAN,244462,2019.5,83906,1
NETHERLANDS,-20479,2019.5,-85114,1
UNITED STATES,3009641,2019.5,4376147,1
SWITZERLAND,90606,2019.5,115867,1
MACAU,-15254,2019.5,-11639,1
CHINA,51097,2019.5,8009,1
BRITAIN,45888,2019.5,68293,1
CANADA,592175,2019.5,564405,1
BRITISH VIRGIN,-13799,2019.5,-14649,1
SWITZERLAND,108778,2019.5,64063,1
JAPAN,163751,2019.5,172848,1
BRITISH VIRGIN,-7006,2019.5,-9756,1
CHINA,4768,2019.5,36128,1
BRITAIN,22365,2019.5,32445,1
GERMANY,-12360,2019.5,-15448,1
CANADA,568548,2019.5,418700,1
BERMUDA,0,2019.5,0,1
SWEDEN,7009,2019.5,4574,1
NETHERLANDS,-10834,2019.5,-14480,1
MACAU,-3232,2019.5,-10786,1
UNITED STATES,2304574,2019.5,2127979,1
CHINA,6744,2019.5,51097,1
CANADA,804108,2019.5,592175,1
BERMUDA,0,2019.5,0,1
GERMANY,-17481,2019.5,-21848,1
JAPAN,231596,2019.5,244462,1
NETHERLANDS,-15322,2019.5,-20479,1
MACAU,-4570,2019.5,-15254,1
SWITZERLAND,153847,2019.5,90606,1
UNITED STATES,3259402,2019.5,3009641,1
BRITAIN,31631,2019.5,45888,1
SWEDEN,9913,2019.5,6469,1
BRITISH VIRGIN,-9909,2019.5,-13799,1
BERMUDA,0,2019.5,0,1
SWEDEN,33986,2019.5,7009,1
CHINA,81807,2019.5,4768,1
UNITED STATES,2317446,2019.5,2304574,1
SWITZERLAND,46784,2019.5,108778,1
MACAU,-7924,2019.5,-3232,1
JAPAN,108634,2019.5,163751,1
NETHERLANDS,66120,2019.5,-10834,1
BRITISH VIRGIN,-9742,2019.5,-7006,1
CANADA,411551,2019.5,568548,1
GERMANY,15293,2019.5,-12360,1
BRITAIN,-87270,2019.5,22365,1
UNITED STATES,3277608,2019.5,3259402,1
MACAU,-11207,2019.5,-4570,1
NETHERLANDS,93515,2019.5,-15322,1
GERMANY,21629,2019.5,-17481,1
JAPAN,153643,2019.5,231596,1
BERMUDA,0,2019.5,0,1
CANADA,582065,2019.5,804108,1
CHINA,115702,2019.5,6744,1
BRITAIN,-123427,2019.5,31631,1
SWEDEN,48067,2019.5,9913,1
SWITZERLAND,66168,2019.5,153847,1
BRITISH VIRGIN,-13779,2019.5,-9909,1
BERMUDA,0,2019.5,0,1
ISRAEL,35913,2019.5,11900,1
GERMANY,26517,2019.5,15293,1
SWEDEN,58788,2019.5,33986,1
CANADA,232735,2019.5,411551,1
NETHERLANDS,71454,2019.5,66120,1
JAPAN,38470,2019.5,108634,1
MACAU,-14728,2019.5,-7924,1
BRITISH VIRGIN,-8438,2019.5,-9742,1
SWITZERLAND,45861,2019.5,46784,1
UNITED STATES,2363281,2019.5,2317446,1
BRITAIN,-109449,2019.5,-87270,1
CHINA,64219,2019.5,81807,1
CHINA,90826,2019.5,115702,1
UNITED STATES,3342433,2019.5,3277608,1
JAPAN,54409,2019.5,153643,1
BRITISH VIRGIN,-11934,2019.5,-13779,1
GERMANY,37503,2019.5,21629,1
BERMUDA,0,2019.5,0,1
CANADA,329161,2019.5,582065,1
ISRAEL,50793,2019.5,16831,1
SWITZERLAND,64863,2019.5,66168,1
SWEDEN,83146,2019.5,48067,1
BRITAIN,-154796,2019.5,-123427,1
MACAU,-20830,2019.5,-11207,1
NETHERLANDS,101059,2019.5,93515,1
SWITZERLAND,31019,2019.5,45861,1
GERMANY,32616,2019.5,26517,1
JAPAN,-31195,2019.5,38470,1
MACAU,-14466,2019.5,-14728,1
BRITAIN,-147486,2019.5,-109449,1
NETHERLANDS,108059,2019.5,71454,1
SWEDEN,99849,2019.5,58788,1
CHINA,398257,2019.5,64219,1
ISRAEL,56451,2019.5,35913,1
UNITED STATES,2384350,2019.5,2363281,1
BRITISH VIRGIN,-8780,2019.5,-8438,1
BERMUDA,0,2019.5,0,1
CANADA,107505,2019.5,232735,1
CHINA,563263,2019.5,90826,1
NETHERLANDS,152831,2019.5,101059,1
GERMANY,46130,2019.5,37503,1
BERMUDA,0,2019.5,0,1
MACAU,-20460,2019.5,-20830,1
SWEDEN,141219,2019.5,83146,1
BRITISH VIRGIN,-12417,2019.5,-11934,1
JAPAN,-44120,2019.5,54409,1
SWITZERLAND,43871,2019.5,64863,1
BRITAIN,-208593,2019.5,-154796,1
ISRAEL,79839,2019.5,50793,1
CANADA,152046,2019.5,329161,1
UNITED STATES,3372232,2019.5,3342433,1
SWITZERLAND,28988,2019.5,31019,1
MACAU,-12782,2019.5,-14466,1
ISRAEL,88626,2019.5,56451,1
CANADA,151572,2019.5,107505,1
BRITAIN,-115254,2019.5,-147486,1
UNITED STATES,2576889,2019.5,2384350,1
JAPAN,-35558,2019.5,-31195,1
CHINA,-56397,2019.5,398257,1
BERMUDA,0,2019.5,0,1
NETHERLANDS,88230,2019.5,108059,1
BRITISH VIRGIN,-8288,2019.5,-8780,1
SWEDEN,102648,2019.5,99849,1
ISRAEL,125345,2019.5,79839,1
SWEDEN,145178,2019.5,141219,1
BRITISH VIRGIN,-11723,2019.5,-12417,1
BRITAIN,-163006,2019.5,-208593,1
MACAU,-18078,2019.5,-20460,1
SWITZERLAND,40999,2019.5,43871,1
JAPAN,-50290,2019.5,-44120,1
CHINA,-79763,2019.5,563263,1
NETHERLANDS,124785,2019.5,152831,1
CANADA,214371,2019.5,152046,1
BERMUDA,0,2019.5,0,1
UNITED STATES,3644542,2019.5,3372232,1
BRITAIN,-91623,2019.6,-115254,1
UNITED STATES,1795149,2019.6,2576889,1
CANADA,558168,2019.6,151572,1
ISRAEL,69145,2019.6,88626,1
MACAU,46241,2019.6,-12782,1
CHINA,-33315,2019.6,-56397,1
BRITISH VIRGIN,-3428,2019.6,-8288,1
JAPAN,49836,2019.6,-35558,1
NETHERLANDS,70504,2019.6,88230,1
SWITZERLAND,-273,2019.6,28988,1
SWEDEN,104636,2019.6,102648,1
BERMUDA,0,2019.6,0,1
CHINA,-47118,2019.6,-79763,1
CANADA,789427,2019.6,214371,1
JAPAN,70484,2019.6,-50290,1
BERMUDA,0,2019.6,0,1
ISRAEL,97794,2019.6,125345,1
BRITAIN,-129585,2019.6,-163006,1
SWEDEN,147989,2019.6,145178,1
SWITZERLAND,-386,2019.6,40999,1
MACAU,65399,2019.6,-18078,1
BRITISH VIRGIN,-4849,2019.6,-11723,1
UNITED STATES,2538913,2019.6,3644542,1
NETHERLANDS,99715,2019.6,124785,1
BRITAIN,100302,2019.6,-91623,1
SWEDEN,-19879,2019.6,104636,1
SWITZERLAND,13711,2019.6,-273,1
BRITISH VIRGIN,3879,2019.6,-3428,1
CANADA,825401,2019.6,558168,1
NETHERLANDS,-20789,2019.6,70504,1
BERMUDA,0,2019.6,0,1
JAPAN,170913,2019.6,49836,1
CHINA,126491,2019.6,-33315,1
ISRAEL,-76005,2019.6,69145,1
MACAU,52443,2019.6,46241,1
UNITED STATES,1651101,2019.6,1795149,1
UNITED STATES,2335183,2019.6,2538913,1
SWEDEN,-28116,2019.6,147989,1
CHINA,178899,2019.6,-47118,1
BRITAIN,141859,2019.6,-129585,1
SWITZERLAND,19392,2019.6,-386,1
NETHERLANDS,-29402,2019.6,99715,1
BRITISH VIRGIN,5487,2019.6,-4849,1
JAPAN,241725,2019.6,70484,1
CANADA,1167381,2019.6,789427,1
MACAU,74170,2019.6,65399,1
ISRAEL,-107495,2019.6,97794,1
BERMUDA,0,2019.6,0,1
BERMUDA,0,2019.6,0,1
SWEDEN,-27664,2019.6,-19879,1
BRITAIN,138224,2019.6,100302,1
BRITISH VIRGIN,5330,2019.6,3879,1
UNITED STATES,1850655,2019.6,1651101,1
SWITZERLAND,20979,2019.6,13711,1
CANADA,887233,2019.6,825401,1
CHINA,204833,2019.6,126491,1
ISRAEL,-80184,2019.6,-76005,1
JAPAN,213745,2019.6,170913,1
MACAU,60809,2019.6,52443,1
BRITAIN,195493,2019.6,141859,1
BERMUDA,0,2019.6,0,1
CANADA,1254830,2019.6,1167381,1
CHINA,289699,2019.6,178899,1
ISRAEL,-113406,2019.6,-107495,1
UNITED STATES,2617416,2019.6,2335183,1
MACAU,86004,2019.6,74170,1
SWEDEN,-39126,2019.6,-28116,1
SWITZERLAND,29672,2019.6,19392,1
JAPAN,302303,2019.6,241725,1
BRITISH VIRGIN,7538,2019.6,5487,1
CHINA,236487,2019.6,204833,1
JAPAN,149460,2019.6,213745,1
SWITZERLAND,37524,2019.6,20979,1
UNITED STATES,2365772,2019.6,1850655,1
CANADA,821222,2019.6,887233,1
ISRAEL,-84699,2019.6,-80184,1
MACAU,49073,2019.6,60809,1
BERMUDA,0,2019.6,0,1
BRITISH VIRGIN,5354,2019.6,5330,1
SWEDEN,-41742,2019.6,-27664,1
BRITAIN,158043,2019.6,138224,1
JAPAN,211384,2019.6,302303,1
SWITZERLAND,53071,2019.6,29672,1
CHINA,334469,2019.6,289699,1
UNITED STATES,3345956,2019.6,2617416,1
SWEDEN,-59037,2019.6,-39126,1
BRITAIN,223524,2019.6,195493,1
ISRAEL,-119791,2019.6,-113406,1
BERMUDA,0,2019.6,0,1
CANADA,1161470,2019.6,1254830,1
BRITISH VIRGIN,7572,2019.6,7538,1
MACAU,69405,2019.6,86004,1
FRANCE,59598,2019.6,31094,1
UNITED STATES,2095616,2019.6,2365772,1
JAPAN,141189,2019.6,149460,1
BERMUDA,0,2019.6,0,1
BRITISH VIRGIN,5284,2019.6,5354,1
LUXEMBOURG,717,2019.6,62256,1
CANADA,746962,2019.6,821222,1
SWEDEN,45459,2019.6,-41742,1
MACAU,50334,2019.6,49073,1
ISRAEL,-71566,2019.6,-84699,1
BRITAIN,197438,2019.6,158043,1
SWITZERLAND,11873,2019.6,37524,1
CHINA,342056,2019.6,236487,1
CANADA,1056443,2019.6,1161470,1
CHINA,483776,2019.6,334469,1
BRITAIN,279241,2019.6,223524,1
LUXEMBOURG,1014,2019.6,88050,1
SWITZERLAND,16792,2019.6,53071,1
JAPAN,199686,2019.6,211384,1
SWEDEN,64294,2019.6,-59037,1
ISRAEL,-101217,2019.6,-119791,1
BERMUDA,0,2019.6,0,1
UNITED STATES,2963869,2019.6,3345956,1
MACAU,71188,2019.6,69405,1
BRITISH VIRGIN,7473,2019.6,7572,1
FRANCE,84291,2019.6,43976,1
SWEDEN,81799,2019.6,45459,1
ISRAEL,-60123,2019.6,-71566,1
SWITZERLAND,14491,2019.6,11873,1
BERMUDA,0,2019.6,0,1
MACAU,18901,2019.6,50334,1
UNITED STATES,2682100,2019.6,2095616,1
FRANCE,50001,2019.6,59598,1
BRITISH VIRGIN,4587,2019.6,5284,1
CANADA,617166,2019.6,746962,1
JAPAN,69223,2019.6,141189,1
MEXICO,20200,2019.6,7451,1
BRAZIL,-8224,2019.6,-14647,1
BRITAIN,201862,2019.6,197438,1
CHINA,193733,2019.6,342056,1
MACAU,26733,2019.6,71188,1
CHINA,274001,2019.6,483776,1
BERMUDA,0,2019.6,0,1
BRAZIL,-11632,2019.6,-20716,1
BRITAIN,285497,2019.6,279241,1
FRANCE,70718,2019.6,84291,1
MEXICO,28569,2019.6,10538,1
SWITZERLAND,20495,2019.6,16792,1
SWEDEN,115690,2019.6,64294,1
JAPAN,97903,2019.6,199686,1
BRITISH VIRGIN,6487,2019.6,7473,1
ISRAEL,-85032,2019.6,-101217,1
CANADA,872870,2019.6,1056443,1
UNITED STATES,3793345,2019.6,2963869,1
BRAZIL,5084,2019.6,-8224,1
BERMUDA,0,2019.6,0,1
CANADA,547727,2019.6,617166,1
BRITISH VIRGIN,1952,2019.6,4587,1
MEXICO,17518,2019.6,20200,1
JAPAN,9265,2019.6,69223,1
ISRAEL,-44227,2019.6,-60123,1
LUXEMBOURG,51507,2019.6,717,1
UNITED STATES,2600761,2019.6,2682100,1
CHINA,107204,2019.6,193733,1
BRITAIN,206171,2019.6,201862,1
SWITZERLAND,3166,2019.6,14491,1
SWEDEN,54715,2019.6,81799,1
MACAU,11899,2019.6,18901,1
BRITAIN,291591,2019.6,285497,1
SWEDEN,77385,2019.6,115690,1
BRITISH VIRGIN,2761,2019.6,6487,1
ISRAEL,-62551,2019.6,-85032,1
BERMUDA,0,2019.6,0,1
UNITED STATES,3678305,2019.6,3793345,1
CHINA,151621,2019.6,274001,1
